,Part Number,Quote,Unit Cost Price,Unit Sell Price,CM,Date,Qty
397,H130865-1,2054503,134.4,310.8,0.57,2019-05-28,1.0
398,H130894-9,2054503,17.44,43.56,0.6,2019-05-28,1.0
399,H130896-6,2054503,37.22,224.0,0.83,2019-05-28,1.0
400,H130941-1,2054503,0.0,2174.0,1.0,2019-05-28,2.0
401,H133530-13,2054503,281.49,562.98,0.5,2019-05-28,2.0
402,H133531-8,2054503,468.38,1541.4,0.7,2019-05-28,1.0
403,H133912-1,2054503,0.89,21.0,0.96,2019-05-28,6.0
404,H133918-1,2054503,413.6,827.2,0.5,2019-05-28,1.0
405,H130151-16,2054503,701.4,2136.0,0.67,2019-05-28,1.0
406,H130640-1,2054503,,,,2019-05-28,1.0
407,H130941-1,2054503,0.0,2174.0,1.0,2019-05-28,2.0
408,H133530-13,2054503,281.49,562.98,0.5,2019-05-28,2.0
409,H300430-16,2054503,107.1,222.94,0.52,2019-05-28,2.0
410,H300411-4,2054503,38.83,116.49,0.67,2019-05-28,8.0
411,H130151-24,2054503,302.4,1086.0,0.72,2019-05-28,1.0
412,H130646-1,2054503,,,,2019-05-28,1.0
413,H130952-4,2054503,,,,2019-05-28,2.0
414,H133530-2,2054503,119.21,238.42,0.5,2019-05-28,2.0
415,H300430-3,2054503,13.6,78.0,0.83,2019-05-28,2.0
416,A301115-13,2054503,9.27,52.62,0.82,2019-05-28,16.0
417,A301115-6,2054503,13.08,92.4,0.86,2019-05-28,24.0
418,A144256-1,2054503,404.25,808.5,0.5,2019-05-28,2.0
419,77378,2054503,11.19,55.5,0.8,2019-05-28,4.0
420,79661,2054503,0.66,37.5,0.98,2019-05-28,6.0
421,H300150-8,2054503,33.88,101.64,0.67,2019-05-28,1.0
422,193413-312,2054503,5.91,23.6,0.75,2019-05-28,1.0
423,A301046-452,2054503,18.32,54.93,0.67,2019-05-28,4.0
424,155847,2054503,,,,2019-05-28,1.0
425,H130465-2,2054503,12.1,48.0,0.75,2019-05-28,5.0
426,201554-438,2054503,66.43,174.8,0.62,2019-05-28,1.0
427,201517-309,2054503,32.04,62.64,0.49,2019-05-28,1.0
428,H130151-24,2054503,302.4,1086.0,0.72,2019-05-28,1.0
429,H133531-2,2054503,845.55,1691.1,0.5,2019-05-28,1.0
430,H300411-4,2054503,38.83,116.49,0.67,2019-05-28,8.0
431,H133930-9,2054503,338.1,676.2,0.5,2019-05-28,1.0
432,H300432-1,2054503,0.5,4.08,0.88,2019-05-28,1.0
433,199595-31,2054503,3.08,20.2,0.85,2019-05-28,2.0
434,195143-45,2054503,1.0,5.0,0.8,2019-05-28,1.0
435,200095-6,2054503,1.58,6.32,0.75,2019-05-28,1.0
436,195000-336,2054503,0.47,1.85,0.75,2019-05-28,1.0
437,H300430-3,2054503,13.6,78.0,0.83,2019-05-28,2.0
438,H133530-2,2054503,119.21,238.42,0.5,2019-05-28,2.0
439,H130896-4,2054503,26.5,79.5,0.67,2019-05-28,1.0
440,199595-32,2054503,1.03,11.48,0.91,2019-05-28,4.0
441,199868-42,2054503,11.96,26.53,0.55,2019-05-28,2.0
442,H130465-2,2054503,12.1,48.0,0.75,2019-05-28,1.0
443,A71463-3,2054503,1945.9,3891.8,0.5,2019-05-28,1.0
444,124909,2054503,1878.45,4868.0,0.61,2019-05-28,1.0
445,124955,2054503,,,,2019-05-28,4.0
446,152532,2054503,,,,2019-05-28,1.0
447,H302217-13,2054503,75.6,399.64,0.81,2019-05-28,2.0
448,A132397-1,2054503,,,,2019-05-28,1.0
449,126756,2054503,189.52,561.29,0.66,2019-05-28,1.0
450,159599,2054503,42.9,215.38,0.8,2019-05-28,3.0
451,127304,2054503,8.77,182.25,0.95,2019-05-28,8.0
452,116551,2054503,,,,2019-05-28,1.0
453,H300150-70,2054503,579.53,1159.06,0.5,2019-05-28,1.0
454,144605,2054503,3358.95,6980.4,0.52,2019-05-28,1.0
455,A130076-1,2054503,10.84,32.76,0.67,2019-05-28,1.0
456,H130151-15,1920012,208.95,417.9,0.5,2019-06-17,1.0
457,H133531-2,1920012,843.32,1691.1,0.5,2019-06-17,1.0
458,195000-216,1920012,0.14,9.6,0.99,2019-06-17,1.0
459,H130863-1,1920012,151.2,302.4,0.5,2019-06-17,1.0
460,H130895-2,1920012,4.55,23.0,0.8,2019-06-17,1.0
461,H302259-23,1920012,21.12,56.85,0.63,2019-06-17,8.0
462,H300431-17,1920012,348.92,693.82,0.5,2019-06-17,1.0
463,H130894-3,1920012,21.12,76.0,0.72,2019-06-17,1.0
464,H300432-1,1920012,0.38,4.08,0.91,2019-06-17,1.0
465,199595-31,1920012,3.08,20.2,0.85,2019-06-17,2.0
466,195143-45,1920012,1.05,5.0,0.79,2019-06-17,1.0
467,200095-6,1920012,1.58,6.32,0.75,2019-06-17,1.0
468,195000-336,1920012,0.46,1.85,0.75,2019-06-17,1.0
469,H300430-3,1920012,13.6,78.0,0.83,2019-06-17,2.0
470,H133530-2,1920012,119.21,238.42,0.5,2019-06-17,2.0
471,H130896-4,1920012,171.46,360.07,0.52,2019-06-17,1.0
472,H130465-2,1920012,12.1,48.0,0.75,2019-06-17,1.0
473,199595-32,1920012,1.05,11.48,0.91,2019-06-17,13.0
474,H134361-12,1920012,113.54,300.0,0.62,2019-06-17,1.0
475,200095-43,1920012,3.43,13.72,0.75,2019-06-17,1.0
476,A71463-3,1920012,1945.9,3891.8,0.5,2019-06-20,1.0
477,124909,1920012,1878.45,4868.0,0.61,2019-06-20,1.0
478,124955 replaced by A299063-1,1920012,103.0,206.02,0.5,2019-06-20,4.0
479,152532,1920012,13155.0,21925.0,0.4,2019-06-20,1.0
480,H302217-13,1920012,75.6,399.64,0.81,2019-06-20,2.0
481,A132397-1,1920012,3307.57,7415.22,0.55,2019-06-20,1.0
482,126756,1920012,189.52,561.29,0.66,2019-06-20,1.0
483,159599,1920012,42.9,215.38,0.8,2019-06-20,3.0
484,127304,1920012,8.77,182.25,0.95,2019-06-20,8.0
485,116551,1920012,500.0,925.06,0.46,2019-06-20,1.0
486,H300150-70,1920012,579.53,1159.06,0.5,2019-06-20,1.0
487,144605,1920012,3358.95,6980.4,0.52,2019-06-20,1.0
488,A130076-1,1920012,10.84,32.76,0.67,2019-06-20,1.0
489,H300411-32,1920012,26.45,87.41,0.7,2019-06-20,8.0
490,R301303-2 replaced by A294968-1,1920012,612.0,1944.0,0.69,2019-06-20,1.0
491,142793,1920012,270.9,626.0,0.57,2019-06-20,4.0
492,A112642-1,1920012,96.6,289.8,0.67,2019-06-20,1.0
493,H130465-2,1920012,12.1,48.0,0.75,2019-06-20,1.0
494,H300910-25,1920012,3.13,12.52,0.75,2019-06-20,6.0
495,H133930-4,1920012,302.4,604.8,0.5,2019-06-20,1.0
496,H300430-16,1920012,107.1,222.94,0.52,2019-06-20,2.0
497,H301005-2,1920012,0.82,6.97,0.88,2019-06-20,1.0
498,195000-225,1920012,0.24,0.96,0.75,2019-06-20,1.0
499,H130151-16,1920012,701.4,2136.0,0.67,2019-06-20,1.0
500,195000-324,1920012,0.24,0.96,0.75,2019-06-20,1.0
501,195000-350,1920012,1.19,4.75,0.75,2019-06-20,1.0
502,195143-45,1920012,1.0,5.0,0.8,2019-06-20,1.0
503,199595-34,1920012,212.32,567.12,0.63,2019-06-20,2.0
504,200095-12,1920012,3.44,13.73,0.75,2019-06-20,1.0
505,234538,1920012,0.7,11.48,0.94,2019-06-20,4.0
506,199868-42,1920012,11.96,26.53,0.55,2019-06-20,2.0
507,H300910-26,1920012,3.08,21.44,0.86,2019-06-20,4.0
508,H130893-9,1920012,168.0,336.0,0.5,2019-06-20,1.0
509,H130894-9,1920012,17.44,43.56,0.6,2019-06-20,1.0
510,H130896-6,1920012,37.22,224.0,0.83,2019-06-20,1.0
511,H133530-13,1920012,281.49,562.98,0.5,2019-06-20,2.0
512,H133912-1,1920012,0.89,21.0,0.96,2019-06-20,6.0
513,H133918-1,1920012,413.6,827.2,0.5,2019-06-20,1.0
514,A71781-1,1920012,763.0,1271.0,0.4,2019-06-20,1.0
515,96266-3,1920012,141.25,282.5,0.5,2019-06-20,1.0
516,193413-312,1920012,5.91,23.6,0.75,2019-06-20,2.0
517,H300431-8,1920012,40.0,126.69,0.68,2019-06-20,2.0
518,H133531-8,1920012,468.38,1541.4,0.7,2019-06-20,1.0
519,H300411-32,1920012,26.45,87.41,0.7,2019-06-20,24.0
520,A294968-1,1920012,612.0,1944.0,0.69,2019-06-20,1.0
521,A112642-1,1920012,96.6,289.8,0.67,2019-06-20,1.0
522,H130465-2,1920012,12.1,48.0,0.75,2019-06-20,1.0
523,H300910-25,1920012,3.13,12.52,0.75,2019-06-20,6.0
524,H133930-4,1920012,302.4,604.8,0.5,2019-06-20,1.0
525,H300430-16,1920012,107.1,222.94,0.52,2019-06-20,2.0
526,H301005-2,1920012,0.82,6.97,0.88,2019-06-20,1.0
527,195000-225,1920012,0.24,0.96,0.75,2019-06-20,1.0
528,H130151-16,1920012,701.4,2136.0,0.67,2019-06-20,1.0
529,195000-324,1920012,0.24,0.96,0.75,2019-06-20,1.0
530,195000-350,1920012,1.19,4.75,0.75,2019-06-20,1.0
531,195143-45,1920012,1.0,5.0,0.8,2019-06-20,1.0
532,199595-34,1920012,212.32,567.12,0.63,2019-06-20,2.0
533,200095-12,1920012,3.44,13.73,0.75,2019-06-20,1.0
534,234538,1920012,0.7,11.48,0.94,2019-06-20,4.0
535,199868-42,1920012,11.96,26.53,0.55,2019-06-20,2.0
536,H300910-26,1920012,3.08,21.44,0.86,2019-06-20,4.0
537,H130865-1,1920012,134.4,310.8,0.57,2019-06-20,1.0
538,H130894-9,1920012,17.44,43.56,0.6,2019-06-20,1.0
539,H130896-6,1920012,37.22,224.0,0.83,2019-06-20,1.0
540,H133530-13,1920012,281.49,562.98,0.5,2019-06-20,2.0
541,H133531-8,1920012,468.38,1541.4,0.7,2019-06-20,1.0
542,H133912-1,1920012,0.89,21.0,0.96,2019-06-20,6.0
543,H133918-1,1920012,413.6,827.2,0.5,2019-06-20,1.0
544,H130151-16,1920012,701.4,2136.0,0.67,2019-06-20,2.0
545,H133530-13,1920012,281.49,562.98,0.5,2019-06-20,4.0
546,H300430-16,1920012,107.1,222.94,0.52,2019-06-20,4.0
547,H300411-4,1920012,38.83,116.49,0.67,2019-06-20,8.0
548,H130151-24,1920012,302.4,1086.0,0.72,2019-06-20,1.0
549,H133530-2,1920012,119.21,238.42,0.5,2019-06-20,2.0
550,H300430-3,1920012,13.6,78.0,0.83,2019-06-20,2.0
551,A301115-13,1920012,9.27,52.62,0.82,2019-06-20,16.0
552,A301115-6,1920012,13.08,92.4,0.86,2019-06-20,24.0
553,A144256-1,1920012,404.25,808.5,0.5,2019-06-20,2.0
554,77378,1920012,11.19,55.5,0.8,2019-06-20,4.0
555,79661,1920012,0.66,37.5,0.98,2019-06-20,6.0
556,H300150-8,1920012,33.88,101.64,0.67,2019-06-20,1.0
557,193413-312,1920012,5.91,23.6,0.75,2019-06-20,1.0
558,A301046-452,1920012,18.32,54.93,0.67,2019-06-20,4.0
559,155847,1920012,472.5,787.5,0.4,2019-06-20,1.0
560,H130465-2,1920012,12.1,48.0,0.75,2019-06-20,5.0
561,142793,1920012,271.0,626.0,0.57,2019-06-20,1.0
562,201554-438,1920012,66.43,174.8,0.62,2019-06-20,1.0
563,201517-309,1920012,32.04,62.64,0.49,2019-06-20,1.0
564,H130151-24,1920012,302.4,1086.0,0.72,2019-06-20,1.0
565,H133531-2,1920012,845.55,1691.1,0.5,2019-06-20,1.0
566,H300411-4,1920012,38.83,116.49,0.67,2019-06-20,8.0
567,H133930-9,1920012,338.1,676.2,0.5,2019-06-20,1.0
568,H130894-3,1920012,57.75,115.5,0.5,2019-06-20,1.0
569,H300432-1,1920012,0.5,4.08,0.88,2019-06-20,1.0
570,199595-31,1920012,3.08,20.2,0.85,2019-06-20,2.0
571,195143-45,1920012,1.0,5.0,0.8,2019-06-20,1.0
572,200095-6,1920012,1.58,6.32,0.75,2019-06-20,1.0
573,195000-336,1920012,0.47,1.85,0.75,2019-06-20,1.0
574,H300430-3,1920012,13.6,78.0,0.83,2019-06-20,2.0
575,H133530-2,1920012,119.21,238.42,0.5,2019-06-20,2.0
576,H130896-4,1920012,26.5,79.5,0.67,2019-06-20,1.0
577,199595-32,1920012,1.03,11.48,0.91,2019-06-20,4.0
578,199868-42,1920012,11.96,26.53,0.55,2019-06-20,2.0
579,H130465-2,1920012,12.1,48.0,0.75,2019-06-20,1.0
580,195000-216,1920012,0.14,9.6,0.99,2019-06-20,1.0
581,H130895-2,1920012,4.55,23.0,0.8,2019-06-20,1.0
582,A948312-1,Q302467,720.6,1441.19,0.5,2019-07-08,1.0
583,H130894-3,Q302352/2,23.06,76.0,0.7,2019-08-14,1.0
584,H300901-15,Q302352/2,0.81,3.04,0.73,2019-08-14,1.0
585,A300077-40,Q302352/2,149.28,422.9,0.65,2019-08-14,1.0
586,195000-454,Q302352/2,6.26,11.0,0.43,2019-08-14,4.0
587,73270,Q302352/2,9.19,84.0,0.89,2019-08-14,2.0
588,201603-396,Q302352/2,60.43,197.64,0.69,2019-08-14,2.0
589,201517-309,Q302352/2,32.04,62.64,0.49,2019-08-14,2.0
590,201554-438,Q302352/2,66.42,174.8,0.62,2019-08-14,2.0
591,H300664-4,Q302352/2,5.0,20.0,0.75,2019-08-14,2.0
592,H300431-3,Q302352/2,13.78,40.98,0.66,2019-08-14,3.0
593,H300431-8,Q302352/2,39.94,126.69,0.68,2019-08-14,1.0
594,H300431-17,Q302352/2,362.4,693.82,0.48,2019-08-14,1.0
595,195000-112,Q302352/2,0.08,2.0,0.96,2019-08-14,8.0
596,H130894-2,Q302352/2,38.73,75.0,0.48,2019-08-14,1.0
597,H130894-9,Q302352/2,17.44,43.56,0.6,2019-08-14,1.0
598,H300432-1,Q302352/2,0.39,4.08,0.9,2019-08-14,2.0
599,69417,Q302352/2,16.34,79.02,0.79,2019-08-14,9.0
600,A71776-1,Q302352/2,66.15,305.62,0.78,2019-08-14,2.0
601,A300639-5,Q302352/2,14.01,41.01,0.66,2019-08-14,11.0
602,200730-5,Q302352/2,8.57,34.28,0.75,2019-08-14,1.0
603,201182-21,Q302352/2,6.52,26.08,0.75,2019-08-14,2.0
604,A300804-35,Q302352/2,194.01,369.74,0.48,2019-08-14,2.0
605,H300150-7,Q302352/2,32.24,64.63,0.5,2019-08-14,1.0
606,H300150-8,Q302352/2,35.57,56.46,0.37,2019-08-14,3.0
607,H300461-1,Q302352/2,13.91,82.48,0.83,2019-08-14,8.0
608,195143-45,Q302352/2,0.29,5.0,0.94,2019-08-14,8.0
609,H133930-14,Q302352/2,363.77,709.8,0.49,2019-08-14,6.0
610,A71710-1,Q302352/2,323.4,539.0,0.4,2019-08-14,3.0
611,A71709-2,Q302352/2,225.75,451.5,0.5,2019-08-14,3.0
612,78428,Q302352/2,1.78,35.0,0.95,2019-08-14,2.0
613,78499,Q302352/2,29.4,82.8,0.64,2019-08-14,1.0
614,201510-118,Q302352/2,1.95,7.6,0.74,2019-08-14,2.0
615,A300638-2,Q302352/2,0.72,2.88,0.75,2019-08-14,1.0
616,A300641-1,Q302352/2,0.62,2.48,0.75,2019-08-14,1.0
617,A175476-6C32,2030718,,5890.0,,2019-08-21,2.0
618,A172501-1C32,2030718,,13920.0,,2019-08-21,2.0
619,A114237-1,2030718,,12386.0,,2019-08-21,2.0
620,H13900-453,2030718,,17219.0,,2019-08-21,2.0
621,A172509-1C32,2030718,,14627.0,,2019-08-21,2.0
622,A172529-1C32,2030718,,57336.0,,2019-08-21,2.0
623,H90290-12,2030718,,11839.0,,2019-08-21,2.0
624,D70370-3,2030718,,4688.0,,2019-08-21,2.0
625,H90242-8,2030718,,6879.0,,2019-08-21,2.0
626,H300411-32,302509,52.45,95.36,0.45,2019-08-30,8.0
627,142793,302509,270.9,626.0,0.57,2019-08-30,4.0
628,H130465-2,302509,12.1,48.0,0.75,2019-08-30,1.0
629,A130076-1,302509,11.47,32.76,0.65,2019-08-30,1.0
630,H300910-25,302509,3.13,10.43,0.7,2019-08-30,6.0
631,H133930-4,302509,344.4,688.8,0.5,2019-08-30,1.0
632,H300430-16,302509,107.1,222.94,0.52,2019-08-30,2.0
633,H301005-2,302509,1.74,6.97,0.75,2019-08-30,1.0
634,195000-225,302509,0.23,0.92,0.75,2019-08-30,1.0
635,H130151-16,302509,750.75,2136.0,0.65,2019-08-30,1.0
636,195000-324,302509,0.23,0.92,0.75,2019-08-30,1.0
637,195000-350,302509,1.19,4.75,0.75,2019-08-30,1.0
638,195143-45,302509,4.84,18.44,0.74,2019-08-30,1.0
639,199595-34,302509,212.32,567.12,0.63,2019-08-30,2.0
640,200095-12,302509,3.43,13.73,0.75,2019-08-30,1.0
641,234538,302509,1.31,11.48,0.89,2019-08-30,4.0
642,199868-42,302509,15.92,35.37,0.55,2019-08-30,2.0
643,H300910-26,302509,3.08,21.44,0.86,2019-08-30,4.0
644,H130865-1,302509,155.4,310.8,0.5,2019-08-30,1.0
645,H130875-1,302509,853.65,1707.3,0.5,2019-08-30,1.0
646,H130892-8,302509,63.0,189.0,0.67,2019-08-30,1.0
647,H130893-9,302509,168.0,305.45,0.45,2019-08-30,1.0
648,H130894-9,302509,17.44,52.32,0.67,2019-08-30,1.0
649,H130896-6,302509,134.4,224.0,0.4,2019-08-30,1.0
650,H133530-13,302509,393.6,656.0,0.4,2019-08-30,2.0
651,H133531-8,302509,834.86,1541.4,0.46,2019-08-30,1.0
652,H133912-1,302509,0.88,21.0,0.96,2019-08-30,6.0
653,A71781-1,302509,241.5,498.56,0.52,2019-08-30,1.0
654,96266-3,302509,56.78,118.3,0.52,2019-08-30,1.0
655,193413-312,302509,8.03,32.12,0.75,2019-08-30,2.0
656,H300431-8,302509,57.01,142.53,0.6,2019-08-30,2.0
657,A71463-3,302509,1857.45,3714.9,0.5,2019-08-30,1.0
658,124909,302509,1878.45,4868.0,0.61,2019-08-30,1.0
659,124955,302509,58.14,166.11,0.65,2019-08-30,4.0
660,H300411-32,302509,52.45,95.36,0.45,2019-08-30,24.0
661,H130465-2,302509,12.1,48.0,0.75,2019-08-30,1.0
662,A130076-1,302509,11.47,32.76,0.65,2019-08-30,1.0
663,H300910-25,302509,3.13,10.43,0.7,2019-08-30,6.0
664,H133930-4,302509,344.4,688.8,0.5,2019-08-30,1.0
665,H300430-16,302509,107.1,222.94,0.52,2019-08-30,2.0
666,H301005-2,302509,1.74,6.97,0.75,2019-08-30,1.0
667,195000-225,302509,0.23,0.92,0.75,2019-08-30,1.0
668,H130151-16,302509,750.75,2136.0,0.65,2019-08-30,1.0
669,195000-324,302509,0.23,0.92,0.75,2019-08-30,1.0
670,195000-350,302509,1.19,4.75,0.75,2019-08-30,1.0
671,195143-45,302509,4.84,18.44,0.74,2019-08-30,1.0
672,199595-34,302509,212.32,567.12,0.63,2019-08-30,2.0
673,200095-12,302509,3.43,13.73,0.75,2019-08-30,1.0
674,234538,302509,1.31,11.48,0.89,2019-08-30,4.0
675,199868-42,302509,15.92,35.37,0.55,2019-08-30,2.0
676,H300910-26,302509,3.08,21.44,0.86,2019-08-30,4.0
677,H130865-1,302509,155.4,310.8,0.5,2019-08-30,1.0
678,H130875-1,302509,853.65,1707.3,0.5,2019-08-30,1.0
679,H130892-8,302509,63.0,189.0,0.67,2019-08-30,1.0
680,H130893-9,302509,168.0,305.45,0.45,2019-08-30,1.0
681,H130894-9,302509,17.44,52.32,0.67,2019-08-30,1.0
682,H130896-6,302509,134.4,224.0,0.4,2019-08-30,1.0
683,H130965-1,302509,149.1,298.2,0.5,2019-08-30,1.0
684,H133530-13,302509,393.6,656.0,0.4,2019-08-30,2.0
685,H133531-8,302509,834.86,1541.4,0.46,2019-08-30,1.0
686,H133912-1,302509,0.88,21.0,0.96,2019-08-30,6.0
687,H130151-16,302509,750.75,2136.0,0.65,2019-08-30,2.0
688,H133530-13,302509,393.6,656.0,0.4,2019-08-30,4.0
689,H300430-16,302509,107.1,222.94,0.52,2019-08-30,4.0
690,H300411-4,302509,38.83,116.49,0.67,2019-08-30,8.0
691,H130151-24,302509,318.15,1086.0,0.71,2019-08-30,1.0
692,H133530-2,302509,200.4,334.0,0.4,2019-08-30,2.0
693,H300430-3,302509,13.6,78.0,0.83,2019-08-30,2.0
694,A301115-13,302509,25.3,63.26,0.6,2019-08-30,16.0
695,142793,302509,270.9,626.0,0.57,2019-08-30,1.0
696,A301115-6,302509,13.08,92.4,0.86,2019-08-30,24.0
697,76209,302509,155.4,310.8,0.5,2019-08-30,2.0
698,A144256-1,302509,404.25,808.5,0.5,2019-08-30,2.0
699,77378,302509,15.22,55.5,0.73,2019-08-30,4.0
700,79661,302509,0.65,37.5,0.98,2019-08-30,6.0
701,H300150-7,302509,31.46,73.16,0.57,2019-08-30,1.0
702,H300150-8,302509,33.87,67.75,0.5,2019-08-30,1.0
703,193413-312,302509,8.03,32.12,0.75,2019-08-30,1.0
704,A301046-452,302509,18.31,54.93,0.67,2019-08-30,4.0
705,155847,302509,472.5,945.0,0.5,2019-08-30,1.0
706,H130465-2,302509,12.1,48.0,0.75,2019-08-30,5.0
707,A130076-1,302509,11.47,32.76,0.65,2019-08-30,5.0
708,H302217-13,302509,75.6,399.64,0.81,2019-08-30,2.0
709,201554-438,302509,66.42,199.26,0.67,2019-08-30,1.0
710,201517-309,302509,32.04,,,2019-08-30,1.0
711,A132397-1,302509,4449.13,7415.22,0.4,2019-08-30,1.0
712,H130151-24,302509,318.15,1086.0,0.71,2019-08-30,1.0
713,H133531-2,302509,880.8,1258.29,0.3,2019-08-30,1.0
714,H130873-5,302509,304.5,609.0,0.5,2019-08-30,1.0
715,H130963-1,302509,153.3,306.6,0.5,2019-08-30,1.0
716,195000-216,302509,0.14,9.6,0.99,2019-08-30,1.0
717,H130863-1,302509,134.4,294.0,0.54,2019-08-30,1.0
718,H130895-2,302509,4.55,23.0,0.8,2019-08-30,1.0
719,H300411-4,302509,38.83,116.49,0.67,2019-08-30,1.0
720,H133930-9,302509,338.1,676.2,0.5,2019-08-30,8.0
721,H130893-3,302509,20.58,29.4,0.3,2019-08-30,1.0
722,H130894-3,302509,23.06,76.0,0.7,2019-08-30,1.0
723,H300432-1,302509,0.49,4.08,0.88,2019-08-30,1.0
724,199595-31,302509,2.38,20.2,0.88,2019-08-30,2.0
725,195143-45,302509,4.84,18.44,0.74,2019-08-30,1.0
726,200095-6,302509,1.58,6.3,0.75,2019-08-30,1.0
727,195000-336,302509,0.46,1.85,0.75,2019-08-30,1.0
728,H300430-3,302509,13.6,78.0,0.83,2019-08-30,2.0
729,H133530-2,302509,200.4,334.0,0.4,2019-08-30,2.0
730,H130896-4,302509,26.4,66.0,0.6,2019-08-30,1.0
731,H130892-5,302509,71.4,192.97,0.63,2019-08-30,1.0
732,199595-32,302509,1.08,11.48,0.91,2019-08-30,4.0
733,199868-42,302509,15.92,35.37,0.55,2019-08-30,2.0
734,H130465-2,302509,12.1,48.0,0.75,2019-08-30,1.0
735,A130076-1,302509,11.47,32.76,0.65,2019-08-30,1.0
736,126756,302509,492.45,703.5,0.3,2019-08-30,1.0
737,159599,302509,82.95,237.0,0.65,2019-08-30,3.0
738,127304,302509,8.77,87.68,0.9,2019-08-30,8.0
739,116551,302509,513.14,925.06,0.45,2019-08-30,1.0
740,H300150-70,302509,656.72,1313.45,0.5,2019-08-30,1.0
741,144605,302509,5235.3,6980.4,0.25,2019-08-30,1.0
742,A130076-1,302509,11.47,32.76,0.65,2019-08-30,1.0
743,H300430-39,1920012,140.93,268.44,0.48,2019-08-13,1.0
744,A301115-69,1920012,6.51,24.8,0.74,2019-08-13,8.0
745,A130076-1,1920012,12.04,31.2,0.61,2019-08-13,1.0
746,191055-17,1920012,2.1,8.4,0.75,2019-08-13,4.0
747,A300817-279,1920012,4095.0,6825.0,0.4,2019-08-13,1.0
748,H130894-5,302525,40.06,120.2,0.67,2019-08-17,10.0
749,H130894-2,302525,15.16,37.89,0.6,2019-08-17,22.0
750,R130639-53,302525,378.0,756.0,0.5,2019-08-17,6.0
751,A300355-13,302525,10.89,32.67,0.67,2019-08-17,6.0
752,A300922-6,302525,6.23,24.92,0.75,2019-08-17,6.0
753,R300134-1,302525,15.9,47.7,0.67,2019-08-17,6.0
754,R300134-3,302525,12.0,36.0,0.67,2019-08-17,12.0
755,R300016-455,302525,1.2,4.8,0.75,2019-08-17,6.0
756,R300024-3,302525,1.2,4.8,0.75,2019-08-17,12.0
757,H130860-1,302525,136.5,273.0,0.5,2019-08-17,2.0
758,199595-33,302525,3.4,13.6,0.75,2019-08-17,8.0
759,199595-28,302525,3.52,14.08,0.75,2019-08-17,4.0
760,H130892-1,302525,35.7,107.1,0.67,2019-08-17,2.0
761,195000-333,302525,0.37,1.48,0.75,2019-08-17,2.0
762,D70810-1,2091691,7961.0,15997.0,0.5,2019-10-01,1.0
763,11087-12,2091691,3570.0,5989.93,0.4,2019-10-01,1.0
764,A70251-3C44,2078356,8459.53,14031.0,0.4,2019-11-25,2.0
765,"A604023-29C44 REF
",2078356,34152.49,69698.96,0.51,2019-11-25,2.0
766,"A604023-32C44 REF
",2078356,45260.45,92368.26,0.51,2019-11-25,2.0
767,"A936990-1C44 REF
",2078356,34949.73,44672.0,0.22,2019-11-25,2.0
768,"A604023-31C44 REF
",2078356,36106.7,72213.4,0.5,2019-11-25,2.0
769,A948288-3C44,2078356,37741.36,85184.0,0.56,2019-11-25,2.0
770,A948302-2C44,2078356,23834.8,28957.0,0.18,2019-11-25,2.0
771,A70251-3C44,2074240,8359.53,14031.0,0.4,2019-11-25,2.0
772,A187363-3C32,2074240,19515.07,35481.95,0.45,2019-11-25,1.0
773,A70323-14C32,2074240,14112.5,28225.0,0.5,2019-11-25,1.0
774,"A604023-32C44 REF
",2074240,45260.45,92368.26,0.51,2019-11-25,1.0
775,R75258-1,2037687,3912.6,7825.19,0.5,2019-05-27,2.0
776,34034,2037687,3999.31,7998.62,0.5,2019-05-27,1.0
777,33472,2037687,84.0,252.0,0.67,2019-05-27,2.0
778,73165,2037687,46.4,140.0,0.67,2019-05-27,10.0
779,A70681-15,2037694,7293.53,12774.21,0.43,2019-06-04,1.0
780,A136957,2037694,5093.2,8749.18,0.42,2019-06-04,1.0
781,A143942,2037694,12248.06,24996.04,0.51,2019-06-04,1.0
782,A301115-69,2039805,16.8,50.4,0.67,2019-05-20,16.0
783,H70843-7,2039805,77.37,232.11,0.67,2019-05-20,1.0
784,6503054500,2039805,9.69,38.76,0.75,2019-05-20,8.0
785,H72112-2,2039805,251.37,570.0,0.56,2019-05-20,5.0
786,195143-26,2039805,3.0,12.0,0.75,2019-05-20,1.0
787,H300667-8,2039805,73.4,220.2,0.67,2019-05-20,1.0
788,191055-17,2039805,0.84,3.26,0.74,2019-05-20,4.0
789,A130076-1,2039805,10.84,32.49,0.67,2019-05-20,1.0
790,H300284-2,2039805,4.5,18.0,0.75,2019-05-20,3.0
791,H71132-1,2039805,199.5,399.0,0.5,2019-05-20,1.0
792,193474-216,2039805,0.67,2.68,0.75,2019-05-20,1.0
793,A301116-3,2039805,18.53,55.59,0.67,2019-05-20,8.0
794,A949764-1,2039805,255.49,779.6,0.67,2019-05-20,1.0
795,193474-454,2024499,24.28,72.84,0.67,2019-06-01,1.0
796,72094,2024499,2.9,8.7,0.67,2019-06-01,45.0
797,A70257-4C26,2024499,4722.9,8587.09,0.45,2019-06-01,1.0
798,D70433-1C26,2024499,700.09,1400.18,0.5,2019-06-01,1.0
799,A70260-1C26,2024499,689.06,1378.12,0.5,2019-06-01,1.0
800,H300664-4,2024499,2.44,9.76,0.75,2019-06-01,2.0
